1327D, Infinite Path, brute force dfs and similar graphs math number theory, , 2200, x2462, 
1327C, Game with Chips, constructive algorithms implementation, , 1600, x10127, 
1327B, Princesses and Princes, brute force graphs greedy, , 1200, x14632, 
1327A, Sum of Odd Integers, math, , 1100, x22052, 
1326G, Spiderweb Trees, dp geometry trees, , 3500, x32, 
1326F2, Wise Men (Hard Version), bitmasks dp math, , 3200, x193, 
1326F1, Wise Men (Easy Version), bitmasks brute force dp meet-in-the-middle, , 2600, x531, 
1326E, Bombs, data structures two pointers, , 2400, x1429, 
1326D2, Prefix-Suffix Palindrome (Hard version), binary search greedy hashing string suffix structures strings, , 1800, x6480, 
1326D1, Prefix-Suffix Palindrome (Easy version), hashing string suffix structures strings, , 1500, x8638, 
1326C, Permutation Partitions, combinatorics greedy math, , 1300, x11974, 
1326B, Maximums, implementation math, , 900, x18127, 
1326A, Bad Ugly Numbers, constructive algorithms number theory, , 1000, x19459, 
1325F, Ehab's Last Theorem, constructive algorithms dfs and similar graphs greedy, , 2500, x1107, 
1325E, Ehab's REAL Number Theory Problem, brute force dfs and similar graphs number theory shortest paths, , 2600, x1264, 
1325D, Ehab the Xorcist, bitmasks constructive algorithms greedy number theory, , 1700, x8026, 
1325C, Ehab and Path-etic MEXs, constructive algorithms dfs and similar greedy trees, , 1500, x9710, 
1325B, CopyCopyCopyCopyCopy, greedy implementation, , 800, x22982, 
1325A, EhAb AnD gCd, constructive algorithms greedy number theory, , 800, x22912, 
1324F, Maximum White Subtree, dfs and similar dp graphs trees, , 1800, x4792, 
1324E, Sleeping Schedule, dp implementation, , 1700, x7497, 
1324D, Pair of Topics, binary search data structures sortings two pointers, , 1400, x14261, 
1324C, Frog Jumps, binary search data structures dfs and similar greedy implementation, , 1100, x17581, 
1324B, Yet Another Palindrome Problem, brute force strings, , 1100, x18186, 
1324A, Yet Another Tetris Problem, implementation number theory, , 900, x19183, 
1323B, Count Subrectangles, binary search greedy implementation, , 1500, x6529, 
1323A, Even Subset Sum Problem, brute force dp greedy implementation, , 800, x14997, 
1322F, Assigning Fares, dp trees, , 3500, x36, 
1322E, Median Mountain Range, data structures, , 3300, x98, 
1322D, Reality Show, bitmasks dp, , 2800, x368, 
1322C, Instant Noodles, graphs hashing math number theory, , 2300, x1271, 
1322B, Present, binary search bitmasks constructive algorithms data structures math sortings, , 2100, x2600, 
1322A, Unusual Competitions, greedy, , 1300, x9774, 
1321C, Remove Adjacent, brute force constructive algorithms greedy strings, , 1600, x6892, 
1321A, Contest for Robots, greedy, , 900, x11423, 
1320F, Blocks and Sensors, brute force, , 3500, x47, 
1320E, Treeland and Viruses, data structures dfs and similar dp shortest paths trees, , 3000, x335, 
1320D, Reachable Strings, data structures hashing strings, , 2500, x793, 
1320C, World of Darkraft: Battle for Azathoth, brute force data structures sortings, , 2000, x2244, 
1320B, Navigation System, dfs and similar graphs shortest paths, , 1700, x4549, 
1320A, Journey Planning, data structures dp greedy math sortings, , 1400, x11008, 
1316F, Battalion Strength, data structures divide and conquer probabilities, , 2800, x304, 
1316E, Team Building, bitmasks dp greedy sortings, , 2300, x1790, 
1316D, Nash Matrix, constructive algorithms dfs and similar graphs implementation, , 2000, x2576, 
1316C, Primitive Primes, constructive algorithms math ternary search, , 1800, x5624, 
1316B, String Modification, brute force constructive algorithms implementation sortings strings, , 1400, x8380, 
1316A, Grade Allocation, implementation, , 800, x15366, 
1315C, Restoring Permutation, greedy, , 1200, x7020, 
1315B, Homecoming, binary search dp greedy strings, , 1300, x6655, 
1315A, Dead Pixel, implementation, , 800, x9750, 
1313E, Concatenation with intersection, data structures hashing strings two pointers, , 2700, x287, 
1313D, Happy New Year, bitmasks dp implementation, , 2500, x546, 
1313C2, Skyscrapers (hard version), data structures dp greedy, , 1900, x4221, 
1313C1, Skyscrapers (easy version), brute force data structures dp greedy, , 1500, x7214, 
1313B, Different Rules, constructive algorithms greedy implementation math, , 1700, x5160, 
1313A, Fast Food Restaurant, brute force greedy implementation, , 900, x12136, 
1312G, Autocompletion, data structures dfs and similar dp, , 2600, x516, 
1312F, Attack on Red Kingdom, games two pointers, , 2500, x476, 
1312E, Array Shrinking, dp greedy, , 2100, x3451, 
1312D, Count the Arrays, combinatorics math, , 1700, x6247, 
1312C, Adding Powers, bitmasks greedy implementation math number theory ternary search, , 1400, x11190, 
1312B, Bogosort, constructive algorithms sortings, , 1000, x16668, 
1312A, Two Regular Polygons, geometry greedy math number theory, , 800, x19180, 
1311F, Moving Points, data structures divide and conquer implementation sortings, , 1900, x2625, 
1311E, Construct the Binary Tree, brute force constructive algorithms trees, , 2200, x1418, 
1311D, Three Integers, brute force math, , 2000, x6169, 
1311C, Perform the Combo, brute force, , 1300, x11766, 
1311B, WeirdSort, dfs and similar sortings, , 1200, x13631, 
1311A, Add Odd or Subtract Even, greedy implementation math, , 800, x24655, 
1310F, Bad Cryptography, math number theory, , 3400, x38, 
1310E, Strange Function, dp, , 2900, x119, 
1310D, Tourism, dp graphs probabilities, , 2300, x820, 
1310C, Au Pont Rouge, binary search dp strings, , 2800, x228, 
1310B, Double Elimination, dp implementation, , 2500, x373, 
1310A, Recommendations, data structures greedy sortings, , 1700, x3759, 
1307G, Cow and Exercise, flows graphs shortest paths, , 3100, x201, 
1307F, Cow and Vacation, dfs and similar dsu trees, , 3300, x281, 
1307E, Cow and Treats, binary search combinatorics dp greedy implementation math, , 2500, x817, 
1307D, Cow and Fields, binary search data structures dfs and similar graphs greedy shortest paths sortings, , 1900, x4255, 
1307C, Cow and Message, brute force dp math strings, , 1500, x8453, 
1307B, Cow and Friend, geometry greedy math, , 1300, x10035, 
1307A, Cow and Haybales, greedy implementation, , 800, x12812, 
1305H, Kuroni the Private Tutor, binary search greedy, , 3500, x38, 
1305G, Kuroni and Antihype, bitmasks brute force dp dsu graphs, , 3500, x277, 
1305F, Kuroni and the Punishment, math number theory probabilities, , 2500, x1275, 
1305E, Kuroni and the Score Distribution, constructive algorithms greedy implementation math, , 2200, x2234, 
1305D, Kuroni and the Celebration, constructive algorithms dfs and similar interactive trees, , 1900, x3633, 
1305C, Kuroni and Impossible Calculation, brute force combinatorics math number theory, , 1600, x8891, 
1305B, Kuroni and Simple Strings, constructive algorithms greedy strings two pointers, , 1200, x8847, 
1305A, Kuroni and the Gifts, brute force constructive algorithms greedy sortings, , 800, x11823, 
1304F2, Animal Observation (hard version), data structures dp greedy, , 2400, x820, 
1304F1, Animal Observation (easy version), data structures dp, , 2300, x1063, 
1304E, 1-Trees and Queries, data structures dfs and similar shortest paths trees, , 2000, x3261, 
1304D, Shortest and Longest LIS, constructive algorithms graphs greedy two pointers, , 1800, x4630, 
1304C, Air Conditioner, dp greedy implementation sortings two pointers, , 1500, x10665, 
1304B, Longest Palindrome, brute force constructive algorithms greedy implementation strings, , 1100, x13694, 
1304A, Two Rabbits, math, , 800, x18894, 
1303G, Sum of Prefix Sums, data structures divide and conquer geometry trees, , 2700, x367, 
1303F, Number of Components, dsu implementation, , 2800, x354, 
1303E, Erase Subsequences, dp strings, , 2200, x1794, 
1303D, Fill The Bag, bitmasks greedy, , 1900, x4771, 
1303C, Perfect Keyboard, dfs and similar greedy implementation, , 1600, x8428, 
1303B, National Project, math, , 1400, x11462, 
1303A, Erasing Zeroes, implementation strings, , 800, x18916, 
1302J, Keep talking and nobody explodes -- hard, , , , x8, 
1302I, Deja vu, , , , x1, 
1302H, Who needs suffix structures?, , , , x8, 
1302G, Keep talking and nobody explodes -- medium, , , , x22, 
1302F, Keep talking and nobody explodes -- easy, bitmasks brute force expression parsing, , , x66, 
1302E, Amazing bitset, , , , x43, 
1302D, Dijkstra, , , , x81, 
1302C, Segment tree or Fenwick?, data structures, , , x358, 
1302B, DAG, constructive algorithms, , , x137, 
1302A, Nash equilibrium, , , , x285, 
1301F, Super Jaber, dfs and similar graphs implementation shortest paths, , 2600, x696, 
1301E, Nanosoft, binary search data structures dp implementation, , 2500, x847, 
1301D, Time to Run, constructive algorithms graphs implementation, , 2000, x3114, 
1301C, Ayoub's function, binary search combinatorics greedy math strings, , 1700, x6864, 
1301B, Motarack's Birthday, binary search greedy ternary search, , 1500, x10320, 
1301A, Three Strings, implementation strings, , 800, x15738, 
1300B, Assigning to Classes, greedy implementation sortings, , 1000, x14274, 
1300A, Non-zero, implementation math, , 800, x16994, 
1299E, So Mean, interactive math, , 3400, x72, 
1299D, Around the World, bitmasks combinatorics dfs and similar dp graphs math trees, , 3000, x223, 
1299C, Water Balance, data structures geometry greedy, , 2100, x2672, 
1299B, Aerodynamic, geometry, , 1800, x4196, 
1299A, Anu Has a Function, brute force greedy math, , 1500, x9068, 
1297I, Falling Blocks, *special problem data structures, , , x14, 
1297H, Paint the String, *special problem dp strings, , , x17, 
1297G, M-numbers, *special problem dp math, , , x49, 
1297F, Movie Fan, *special problem data structures greedy implementation sortings, , , x96, 
1297E, Modernization of Treeland, *special problem dfs and similar trees, , , x161, 
1297D, Bonus Distribution, *special problem binary search greedy sortings, , , x233, 
1297C, Dream Team, *special problem greedy, , , x358, 
1297B, Cartoons, *special problem implementation sortings, , , x339, 
1297A, Likes Display, *special problem implementation, , , x817, 
1296F, Berland Beauty, constructive algorithms dfs and similar greedy sortings trees, , 2100, x1934, 
1296E2, String Coloring (hard version), data structures dp, , 2000, x3335, 
1296E1, String Coloring (easy version), constructive algorithms dp graphs greedy sortings, , 1800, x4843, 
1296D, Fight with Monsters, greedy sortings, , 1500, x10115, 
1296C, Yet Another Walking Robot, data structures implementation, , 1500, x10586, 
1296B, Food Buying, math, , 900, x19803, 
1296A, Array with Odd Sum, math, , 800, x23417, 
1295F, Good Contest, combinatorics dp probabilities, , 2700, x529, 
1295E, Permutation Separation, data structures divide and conquer, , 2200, x1718, 
1295D, Same GCDs, math number theory, , 1800, x5605, 
1295C, Obtain The String, dp greedy strings, , 1600, x8706, 
1295B, Infinite Prefixes, math strings, , 1700, x7162, 
1295A, Display The Number, greedy, , 900, x17015, 
1294F, Three Paths on a Tree, dfs and similar dp greedy trees, , 2000, x3372, 
1294E, Obtain a Permutation, greedy implementation math, , 1900, x3658, 
1294D, MEX maximizing, data structures greedy implementation math, , 1600, x8059, 
1294C, Product of Three Numbers, greedy math number theory, , 1300, x17227, 
1294B, Collecting Packages, implementation sortings, , 1200, x15613, 
1294A, Collecting Coins, math, , 800, x24564, 
1293B, JOE is on TV!, combinatorics greedy math, , 1000, x15353, 
1293A, ConneR and the A.R.C. Markland-N, binary search brute force implementation, , 1100, x12161, 
1292F, Nora's Toy Boxes, bitmasks combinatorics dp, , 3500, x99, 
1292E, Rin and The Unknown Flower, constructive algorithms greedy interactive math, , 3500, x131, 
1292D, Chaotic V., dp graphs greedy math number theory trees, , 2700, x536, 
1292C, Xenon's Attack on the Gangs, combinatorics dfs and similar dp greedy trees, , 2300, x1369, 
1292B, Aroma's Search, brute force constructive algorithms geometry greedy implementation, , 1700, x4485, 
1292A, NEKO's Maze Game, data structures dsu implementation, , 1400, x10264, 
1291F, Coffee Varieties (easy version), graphs interactive, , 2800, x212, 
1291B, Array Sharpening, greedy implementation, , 1300, x10319, 
1291A, Even But Not Even, greedy math strings, , 900, x14259, 
1290F, Making Shapes, dp, , 3500, x70, 
1290E, Cartesian Tree, data structures, , 3300, x115, 
1290D, Coffee Varieties (hard version), constructive algorithms graphs interactive, , 3000, x296, 
1290C, Prefix Enlightenment, dfs and similar dsu graphs, , 2400, x1013, 
1290B, Irreducible Anagrams, binary search constructive algorithms data structures strings two pointers, , 1800, x3533, 
1290A, Mind Control, brute force data structures implementation, , 1600, x6562, 
1288F, Red-Blue Graph, constructive algorithms flows, , 2900, x212, 
1288E, Messenger Simulator, data structures, , 2000, x2288, 
1288D, Minimax Problem, binary search bitmasks dp, , 2000, x4234, 
1288C, Two Arrays, combinatorics dp, , 1600, x7879, 
1288B, Yet Another Meme Problem, math, , 1100, x13057, 
1288A, Deadline, binary search brute force math ternary search, , 1100, x13537, 
1287B, Hyperset, brute force data structures implementation, , 1500, x7266, 
1287A, Angry Students, greedy implementation, , 800, x15600, 
1286F, Harry The Potter, brute force constructive algorithms dp fft implementation math, , 3100, x113, 
1286E, Fedya the Potter Strikes Back, data structures strings, , 3200, x113, 
1286D, LCC, data structures math matrices probabilities, , 3100, x277, 
1286C2, Madhouse (Hard version), brute force constructive algorithms hashing interactive math, , 2800, x383, 
1286C1, Madhouse (Easy version), brute force constructive algorithms interactive math, , 2400, x850, 
1286B, Numbers on Tree, constructive algorithms data structures dfs and similar graphs greedy trees, , 1800, x3235, 
1286A, Garland, dp greedy sortings, , 1800, x5945, 
1285F, Classical?, binary search combinatorics number theory, , 2900, x532, 
1285E, Delete a Segment, brute force constructive algorithms data structures dp graphs sortings trees two pointers, , 2300, x1179, 
1285D, Dr. Evil Underscores, bitmasks brute force dfs and similar divide and conquer dp greedy strings trees, , 1900, x5026, 
1285C, Fadi and LCM, brute force math number theory, , 1400, x13080, 
1285B, Just Eat It!, dp greedy implementation, , 1300, x13501, 
1285A, Mezo Playing Zoma, math, , 800, x20630, 
1284G, Seollal, graphs, , 3300, x65, 
1284F, New Year and Social Network, data structures graph matchings graphs math trees, , 3200, x175, 
1284E, New Year and Castle Construction, combinatorics geometry math sortings, , 2500, x788, 
1284D, New Year and Conference, binary search data structures hashing sortings, , 2100, x2283, 
1284C, New Year and Permutation, combinatorics math, , 1600, x6022, 
1284B, New Year and Ascent Sequence, binary search combinatorics data structures dp implementation sortings, , 1400, x8363, 
1284A, New Year and Naming, implementation strings, , 800, x15749, 
1283F, DIY Garland, constructive algorithms greedy trees, , 2200, x1009, 
1283E, New Year Parties, dp greedy, , 1800, x4352, 
1283D, Christmas Trees, graphs greedy shortest paths, , 1800, x4983, 
1283C, Friends and Gifts, constructive algorithms data structures math, , 1500, x8905, 
1283B, Candies Division, math, , 900, x15796, 
1283A, Minutes Before the New Year, math, , 800, x23115, 
1282E, The Cake Is a Lie, constructive algorithms data structures dfs and similar graphs, , 2400, x725, 
1282D, Enchanted Artifact, constructive algorithms interactive strings, , 2300, x1560, 
1282C, Petya and Exam, greedy sortings two pointers, , 1800, x3271, 
1282B2, K for the Price of One (Hard Version), dp greedy sortings, , 1600, x7199, 
1282B1, K for the Price of One (Easy Version), dp greedy sortings, , 1400, x8377, 
1282A, Temporarily unavailable, implementation math, , 900, x11753, 
1281B, Azamon Web Services, greedy, , 1600, x5961, 
1281A, Suffix Three, implementation, , 800, x14733, 
1280F, Intergalactic Sliding Puzzle, combinatorics constructive algorithms math, , 3400, x35, 
1280E, Kirchhoff's Current Loss, math, , 2900, x112, 
1280D, Miss Punyverse, dp greedy trees, , 2500, x468, 
1280C, Jeremy Bearimy, dfs and similar graphs greedy trees, , 2000, x1748, 
1280B, Beingawesomeism, implementation math, , 1800, x2847, 
1280A, Cut and Paste, implementation math, , 1700, x3787, 
1279F, New Year and Handle Change, binary search dp, , 2800, x420, 
1279E, New Year Permutations, combinatorics dp, , 2700, x235, 
1279D, Santa's Bot, combinatorics math probabilities, , 1700, x3991, 
1279C, Stack of Presents, data structures implementation, , 1400, x8311, 
1279B, Verse For Santa, binary search brute force implementation, , 1300, x10028, 
1279A, New Year Garland, math, , 900, x12983, 
1278F, Cards, combinatorics dp math number theory probabilities, , 2600, x726, 
1278E, Tests for problem D, constructive algorithms dfs and similar divide and conquer trees, , 2200, x1245, 
1278D, Segment Tree, data structures dsu graphs trees, , 2100, x2636, 
1278C, Berry Jam, data structures dp greedy implementation, , 1700, x5727, 
1278B, A and B, greedy math, , 1500, x9052, 
1278A, Shuffle Hashing, brute force implementation strings, , 1000, x10970, 
1277D, Let's Play the Words?, data structures hashing implementation math, , 1900, x2343, 
1277B, Make Them Odd, greedy number theory, , 1200, x9181, 
1277A, Happy Birthday Polycarp!, implementation, , 1000, x9668, 
1276F, Asterisk Substrings, string suffix structures, , 3400, x121, 
1276E, Four Stones, constructive algorithms, , 3500, x39, 
1276D, Tree Elimination, dp trees, , 2900, x212, 
1276C, Beautiful Rectangle, brute force combinatorics constructive algorithms data structures greedy math, , 2300, x1047, 
1276B, Two Fairs, combinatorics dfs and similar dsu graphs, , 1900, x3257, 
1276A, As Simple as One and Two, dp greedy, , 1400, x8708, 
1275F, Шардирование постов, *special problem binary search interactive, , , x91, 
1275E3, Контрольная сумма, *special problem, , , x56, 
1275E2, Контрольная сумма, *special problem, , , x130, 
1275E1, Контрольная сумма, *special problem, , , x254, 
1275D, Storage2, *special problem, , , x419, 
1275C, #define Задача B ..., *special problem, , , x656, 
1275B, Code Review, *special problem, , , x808, 
1275A, Скрытый друг, *special problem, , , x871, 
1272F, Two Bracket Sequences, dp strings two pointers, , 2200, x1114, 
1272E, Nearest Opposite Parity, dfs and similar graphs shortest paths, , 1900, x3602, 
1272D, Remove One Element, brute force dp, , 1500, x9507, 
1272C, Yet Another Broken Keyboard, combinatorics dp implementation, , 1200, x14078, 
1272B, Snow Walking Robot, constructive algorithms greedy implementation, , 1200, x10091, 
1272A, Three Friends, brute force greedy math sortings, , 900, x14856, 
1271F, Divide The Students, brute force, , 2700, x104, 
1271E, Common Number, binary search combinatorics dp math, , 2100, x2201, 
1271D, Portals, data structures dp greedy implementation sortings, , 2100, x1727, 
1271C, Shawarma Tent, brute force geometry greedy implementation, , 1300, x7805, 
1271B, Blocks, greedy math, , 1300, x8211, 
1271A, Suits, brute force greedy math, , 800, x12290, 
1270I, Xor on Figures, constructive algorithms fft math, , 3500, x102, 
1270H, Number of Components, data structures, , 3300, x197, 
1270G, Subset with Zero Sum, constructive algorithms dfs and similar graphs math, , 2700, x924, 
1270F, Awesome Substrings, math strings, , 2600, x649, 
1270E, Divide Points, constructive algorithms geometry math, , 2300, x1563, 
1270D, Strange Device, constructive algorithms interactive math sortings, , 1900, x3546, 
1270C, Make Good, bitmasks constructive algorithms math, , 1400, x9670, 
1270B, Interesting Subarray, constructive algorithms greedy math, , 1200, x11788, 
1270A, Card Game, games greedy math, , 800, x14341, 
1269B, Modulo Equality, brute force sortings, , 1500, x6950, 
1269A, Equation, brute force math, , 800, x14151, 
1268E, Happy Cactus, dp, , 3400, x90, 
1268D, Invertation in Tournament, brute force divide and conquer graphs math, , 3200, x172, 
1268C, K Integers, binary search data structures, , 2300, x1181, 
1268B, Domino for Young, dp greedy math, , 2000, x4064, 
1268A, Long Beautiful Integer, constructive algorithms greedy implementation strings, , 1700, x6434, 
1267L, Lexicography, constructive algorithms strings, , 1800, x1879, 
1267K, Key Storage, combinatorics math, , 2100, x1146, 
1267J, Just Arrange the Icons, greedy implementation math, , 1800, x1681, 
1267I, Intriguing Selection, brute force constructive algorithms implementation interactive sortings, , 2600, x464, 
1267H, Help BerLine, constructive algorithms, , 3200, x45, 
1267G, Game Relics, math probabilities, , 3000, x200, 
1267F, Foolprüf Security, graphs, , 2600, x300, 
1267E, Elections, greedy, , 1700, x1996, 
1267D, DevOps Best Practices, constructive algorithms, , 2800, x137, 
1267C, Cactus Revenge, constructive algorithms, , 3500, x336, 
1267B, Balls of Buma, , , 900, x2448, 
1267A, Apprentice Learning Trajectory, , , 2400, x538, 
1266H, Red-Blue Graph, dp graphs math matrices meet-in-the-middle, , 3400, x33, 
1266G, Permutation Concatenation, string suffix structures, , 3300, x73, 
1266F, Almost Same Distance, dfs and similar graphs, , 2900, x199, 
1266E, Spaceship Solitaire, data structures greedy implementation, , 2100, x1639, 
1266D, Decreasing Debts, constructive algorithms data structures graphs greedy implementation math two pointers, , 2000, x2792, 
1266C, Diverse Matrix, constructive algorithms greedy math number theory, , 1400, x7384, 
1266B, Dice Tower, constructive algorithms math, , 1000, x10119, 
1266A, Competitive Programmer, chinese remainder theorem math, , 1000, x10367, 
1265E, Beautiful Mirrors, data structures dp math probabilities, , 2100, x1840, 
1265B, Beautiful Numbers, data structures implementation math two pointers, , 1300, x9225, 
1265A, Beautiful String, constructive algorithms greedy, , 1000, x11433, 
1264F, Beautiful Fibonacci Problem, constructive algorithms number theory, , 3500, x138, 
1264E, Beautiful League, constructive algorithms flows graph matchings, , 2700, x296, 
1264D2, Beautiful Bracket Sequence (hard version), combinatorics probabilities, , 2900, x278, 
1264D1, Beautiful Bracket Sequence (easy version), combinatorics dp probabilities, , 2600, x632, 
1264C, Beautiful Mirrors with queries, data structures probabilities, , 2400, x796, 
1264B, Beautiful Sequence, brute force constructive algorithms greedy, , 1900, x4489, 
1264A, Beautiful Regional Contest, greedy implementation, , 1500, x7988, 
1263F, Economic Difficulties, data structures dfs and similar dp flows graphs trees, , 2400, x581, 
1263E, Editor, data structures implementation, , 2100, x1987, 
1263D, Secret Passwords, dfs and similar dsu graphs, , 1500, x8202, 
1263C, Everyone is a Winner!, binary search math meet-in-the-middle number theory, , 1400, x9338, 
1263B, PIN Codes, greedy implementation, , 1400, x8259, 
1263A, Sweet Problem, math, , 1100, x12066, 
1261F, Xor-Set, bitmasks divide and conquer math, , 3100, x154, 
1260F, Colored Tree, data structures trees, , 2700, x266, 
1260E, Tournament, brute force dp greedy, , 2400, x1165, 
1260D, A Game with Traps, binary search dp greedy sortings, , 1900, x2807, 
1260C, Infinite Fence, greedy math number theory, , 1700, x6166, 
1260B, Obtain Two Zeroes, binary search math, , 1300, x10835, 
1260A, Heating, math, , 1000, x10341, 
1257G, Divisor Set, divide and conquer fft greedy math number theory, , 2600, x381, 
1257F, Make Them Similar, bitmasks brute force hashing meet-in-the-middle, , 2400, x1350, 
1257E, The Contest, data structures dp greedy, , 2000, x3115, 
1257D, Yet Another Monster Killing Problem, binary search data structures dp greedy sortings two pointers, , 1700, x5573, 
1257C, Dominated Subarray, greedy implementation sortings strings two pointers, , 1200, x11540, 
1257B, Magic Stick, math, , 1000, x13731, 
1257A, Two Rival Students, greedy math, , 800, x16748, 
1256F, Equalizing Two Strings, constructive algorithms sortings strings, , 2000, x2166, 
1256E, Yet Another Division Into Teams, dp greedy sortings, , 2000, x2674, 
1256D, Binary String Minimizing, greedy, , 1500, x8437, 
1256C, Platforms Jumping, greedy, , 1700, x5203, 
1256B, Minimize the Permutation, greedy, , 1400, x9632, 
1256A, Payment Without Change, math, , 1000, x18517, 
1255C, League of Leesins, constructive algorithms implementation, , 1600, x5115, 
1255B, Fridge Lockers, graphs implementation, , 1100, x8961, 
1255A, Changing Volume, math, , 800, x13635, 
1254E, Send Tree to Charlie, combinatorics dfs and similar dsu trees, , 3300, x141, 
1254D, Tree Queries, data structures probabilities trees, , 2700, x603, 
1254C, Point Ordering, constructive algorithms geometry interactive math, , 2300, x929, 
1254B2, Send Boxes to Alice (Hard Version), constructive algorithms greedy math number theory ternary search two pointers, , 2100, x2142, 
1254B1, Send Boxes to Alice (Easy Version), constructive algorithms greedy math number theory ternary search two pointers, , 1800, x3160, 
1254A, Feeding Chicken, constructive algorithms greedy implementation, , 1700, x3991, 
1253F, Cheap Robot, binary search dsu graphs shortest paths trees, , 2500, x768, 
1253E, Antenna Coverage, data structures dp greedy sortings, , 2200, x1961, 
1253D, Harmonious Graph, constructive algorithms dfs and similar dsu graphs greedy sortings, , 1700, x6083, 
1253C, Sweets Eating, dp greedy math sortings, , 1500, x9166, 
1253B, Silly Mistake, greedy implementation, , 1400, x8279, 
1253A, Single Push, implementation, , 1000, x12610, 
1252L, Road Construction, flows graphs, , 2300, x422, 
1252K, Addition Robot, data structures math matrices, , 2100, x1296, 
1252J, Tiling Terrace, brute force dp, , 2300, x518, 
1252I, Mission Possible, , , 3000, x24, 
1252H, Twin Buildings, greedy implementation, , 1800, x2033, 
1252G, Performance Review, data structures, , 2100, x987, 
1252F, Regular Forestation, hashing trees, , 2400, x564, 
1252E, Songwriter, greedy two pointers, , 2200, x907, 
1252D, Find String in a Grid, data structures dp strings trees, , 3000, x166, 
1252C, Even Path, data structures implementation, , 1600, x2721, 
1252B, Cleaning Robots, dp trees, , 2300, x369, 
1252A, Copying Homework, , , 1000, x4295, 
1251F, Red-White Fence, combinatorics fft, , 2500, x430, 
1251E2, Voting (Hard Version), binary search data structures greedy, , 2400, x1426, 
1251E1, Voting (Easy Version), data structures dp greedy, , 2300, x1327, 
1251D, Salary Changing, binary search greedy sortings, , 1900, x4067, 
1251C, Minimize The Integer, greedy two pointers, , 1600, x7868, 
1251B, Binary Palindromes, greedy strings, , 1400, x8137, 
1251A, Broken Keyboard, brute force strings two pointers, , 1000, x12828, 
1250N, Wires, dfs and similar graphs greedy, , 2000, x1216, 
1250M, SmartGarden, constructive algorithms divide and conquer, , 2500, x274, 
1250L, Divide The Students, binary search greedy math, , 1500, x2719, 
1250K, Projectors, flows graphs, , 3100, x69, 
1250J, The Parade, binary search greedy, , 1800, x1952, 
1250I, Show Must Go On, binary search brute force greedy shortest paths, , 3100, x98, 
1250H, Happy Birthday, math, , 1500, x2886, 
1250G, Discarding Game, dp greedy two pointers, , 2300, x563, 
1250F, Data Center, brute force implementation, , 800, x4984, 
1250E, The Coronation, graphs implementation, , 2300, x610, 
1250D, Conference Problem, dp, , 3000, x65, 
1250C, Trip to Saint Petersburg, data structures, , 2100, x1009, 
1250B, The Feast and the Bus, brute force constructive algorithms greedy math, , 1800, x1921, 
1250A, Berstagram, implementation, , 1400, x2880, 
1249F, Maximum Weight Subset, dp trees, , 2200, x1224, 
1249E, By Elevator or Stairs?, dp shortest paths, , 1700, x5864, 
1249D2, Too Many Segments (hard version), data structures greedy sortings, , 1800, x3275, 
1249D1, Too Many Segments (easy version), greedy, , 1800, x3304, 
1249C2, Good Numbers (hard version), binary search greedy math meet-in-the-middle, , 1500, x8632, 
1249C1, Good Numbers (easy version), brute force greedy implementation, , 1300, x10473, 
1249B2, Books Exchange (hard version), dfs and similar dsu math, , 1300, x11071, 
1249B1, Books Exchange (easy version), dsu math, , 1000, x14290, 
1249A, Yet Another Dividing into Teams, math, , 800, x17337, 
1248D1, The World Is Just a Programming Task (Easy Version), brute force dp greedy implementation, , 2000, x1817, 
1248B, Grow The Tree, greedy math sortings, , 900, x11879, 
1248A, Integer Points, geometry math, , 1000, x10765, 
1246F, Cursor Distance, , , 3500, x58, 
1245F, Daniel and Spring Cleaning, bitmasks brute force combinatorics dp, , 2300, x1208, 
1245E, Hyakugoku and Ladders, dp probabilities shortest paths, , 2300, x879, 
1245D, Shichikuji and Power Grid, dsu graphs greedy shortest paths trees, , 1900, x3914, 
1245C, Constanze's Machine, dp, , 1400, x10407, 
1245B, Restricted RPS, constructive algorithms dp greedy, , 1200, x10455, 
1245A, Good ol' Numbers Coloring, math number theory, , 1000, x11469, 
1244G, Running in Pairs, constructive algorithms greedy math, , 2400, x974, 
1244F, Chips, constructive algorithms implementation, , 2300, x1034, 
1244E, Minimizing Difference, binary search constructive algorithms greedy sortings ternary search two pointers, , 2000, x3370, 
1244D, Paint the Tree, brute force constructive algorithms dp graphs implementation trees, , 1800, x5215, 
1244C, The Football Season, brute force math number theory, , 2000, x5548, 
1244B, Rooms and Staircases, brute force implementation, , 1000, x11097, 
1244A, Pens and Pencils, math, , 800, x15021, 
1243B2, Character Swap (Hard Version), strings, , 1600, x5499, 
1243B1, Character Swap (Easy Version), strings, , 1000, x11377, 
1243A, Maximum Square, implementation, , 800, x12759, 
1242E, Planar Perimeter, constructive algorithms graphs, , 3200, x63, 
1242D, Number Discovery, math, , 3400, x108, 
1242C, Sum Balance, bitmasks dfs and similar dp graphs, , 2400, x1085, 
1242B, 0-1 MST, dfs and similar dsu graphs sortings, , 1900, x4342, 
1242A, Tile Painting, constructive algorithms math number theory, , 1500, x9371, 
1240F, Football, graphs, , 3100, x82, 
1239F, Swiper no swiping!, graphs implementation, , 3400, x86, 
1239E, Turtle, dp implementation, , 3100, x300, 
1239D, Catowice City, 2-sat dfs and similar graph matchings graphs, , 2400, x1081, 
